Seq2Seq20slg,translation
BALTIC TIGER BECOME DESC-SICK MAN EUROPE FOLLOW DESC-ECONOMIC BOOM DESC-LAST DESC-SEVERAL YEAR .,the baltic tigers became sick men of europe following the economic downturn last several years.
"DESC-NONELESS , X-WE DESC-NOW HAVE ESTONIUM PREPARE TO JOIN EURO AREA IN RECORD TIME .","nonetheless, we now have estonia prepared to join the euro area in record time."
"DESC-HOWEVER , THIS COUNTRY X-POSS ACCESSION WILL STRENGN EURO AREA AT DESC-CRITICAL JUNCTURE .","however, this country's accession will strengthen the euro area at critical juncture."
X-IT HAVE BE DESC-ABLE TO TACKLE X-IT WITH DESC-PROMPT AUSTERITY AND DESC-FISCAL DISCIPLINE MEASURE .,it has been able to tackle it with prompt austerity and fiscal discipline measures.
EXPERIENCE STATE WHICH HAVE DESC-PREVIOUSLY JOIN X-IT HIGHLIGHT DESC-MAJOR RISK IN TERM PRICE RISE .,experience of states which have previously joined it highlights the major risks in terms of price rises.
"IN THIS RESPECT , MR SCICLUNA BE DESC-QUITE DESC-RIGHT TO DRAW ATTENTION TO RISK INFLATION .","in this respect, mr scicLUNA is quite right to draw attention to the risk of inflation."
"DESC-LAST BUT DESC-NOT DESC-LEAST , ESTONIUM X-POSS TRANSITION TO EURO DESC-ALSO HAVE DESC-SYMBOLIC ASPECT .","last but not least, estonia's transition to the euro also has a symbolic aspect."
"SV MADAM PRESIDENT , X-I WOULD LIKE TO DESC-DIRECT DESC-PERSONAL NOTE PRAISE TO ESTONIUM .","sv madam president, I would like to direct a personal note of praise to estonia."
EUROPE AND EURO BE DESC-CURRENTLY FACE DESC-SEVERE PROBLEM .,europe and the euro are currently facing several problems.
DESC-DIFFICULT TIME DESC-SEPARATE WHEAT FROM CHAFF .,a difficult time separating the wheat from the chaff.
EURO BE MOST DESC-VISIBLE SYMBOL UNITE EUROPE .,the euro is the most visible symbol of a united europe.
ALL CREDIT TO ESTONIUM .,all credit to estonia.
THIS WILL MAKE X-IT DESC-17TH COUNTRY TO ADOPT EURO .,this will make it the 17th country to adopt the euro.
THIS DESC-ALSO SEND OUT DESC-STRONG SIGNAL IN TERM EURO AREA X-POSS DESC-POSSIBLE EXPANSION TOWARDS DESC-EAST .,this also sends out a strong signal in terms of the euro area's possible expansion towards the east.
LT X-I WOULD DESC-ALSO LIKE TO ADD TO TODAY X-POSS CONGRATULATION TO ESTONIUM X-POSS ADMINISTRATION .,lt I would also like to add to today's congratulations to estonia's administration.
IN FACT EVERY STATE HAVE X-ITS DESC-OWN DESC-PARTICULAR DESC-HISTORICAL PAST .,in fact every state has its own particular historical past.
DESC-GOOD LUCK .,good luck.
"EURO HAVE COME IN FOR DESC-MUCH CRITICISM , DESC-ESPECIALLY AND DESC-PREDICTABLY IN ANGLO SAXON PRESS .","the euro has come in for much criticism, especially and prudely in the anglo saxon press."
"LET X-WE , FOR EXAMPLE , RECALL DESC-EXCELLENT TAX REFORM WHICH X-Y INSTITUTE .","let us, for example, recall the excellent tax reform which they institute."
"X-WE NEED ALLY TO THAT END , AND X-I COUNT ON ESTONIUM IN THAT REGARD .","we need allies to that end, and I count on estonia in that regard."
X-I THINK X-IT BE MR BRON WHO REFER TO ESTONIUM DESC-SUPPOSEDLY LOSE X-ITS DESC-RECENTLY REGAIN INDEPENDENCE AND X-ITS FREEDOM .,i think it is mr bron who referred to estonia supposedly losing its recently gained independence and its freedom.
"MADAM PRESIDENT , THANK X-YOU FOR X-YOU EXPLANATION , MR REHN .","madam president, thank you for your explanations, mr rehn."
X-I UNDERSTAND TIMETABLE BE DESC-SUCH .,i understand the timetable is such.
X-I WISH ESTONIAN PEOPLE DESC-WELL .,i wish the estonian people well.
X-Y HAVE DESC-SO DESC-FAR SUCCEED IN PROVE CRITIC DESC-WRONG .,they have so far succeeded in proving the critics wrong.
X-I DESC-REFORE COMMEND THIS REPORT TO HOUSE .,i therefore commend this report to the house.
DEBATE BE DESC-CLOSE .,the debate is closed.
VOTE WILL TAKE PLACE ON WEDNESDAY 16 JUNE DESC-20WRITTEN STATEMENT RULE 149,the vote will take place on wednesday 16 june 20written statements rule 149
ONE MINUTE SPEECH ON MATTER DESC-POLITICAL IMPORTANCE,one minute speeches on matters of political importance
NEXT ITEM BE ONE MINUTE SPEECH ON MATTER DESC-POLITICAL IMPORTANCE .,the next item is the one minute speeches on matters of political importance.
ROMANIAN GOVERNMENT HAVE ISSUE EMERGENCY ORDINANCE BAN DOZEN DESC-SUCH SUBSTANCE .,the romanian government has issued emergency ordination bans of such substances.
"DESC-MANY DEATH HAVE BE RECORD , WHILE HEALTH THOUSAND PEOPLE BE AT RISK .","many deaths have been recorded, while the health of thousands of people is at risk."
IMPOSE DESC-GRADUAL BAN ON X-Y CAN DESC-NOT BE DESC-REALISTIC SOLUTION FOR TACKLE PROBLEM .,the supposed gradual ban on them cannot be a realistic solution for tackling the problem.
ROMANIUM BE DESC-FORTUNATE BECAUSE X-IT HAVE NOTICE RISE IN THIS PHENOMENON IN DESC-GOOD TIME .,romania is fortunate because it has noticed the rise in this phenomenon in good time.
"DESC-HOWEVER , X-IT COULD BE DESC-JUST AS DESC-ACTIVE IN DESC-OR EUROPEAN COUNTRY AS DESC-WELL .","however, it could be just as active in other european countries as well."
"EUROPEAN , AS DESC-WELL AS ROMANIAN ORGANIZATION WORK IN THIS SECTOR HAVE DESC-ALREADY VOICE X-Y CRITICISM .","europeans, as well as romanian organisations working in this sector have already voiced their criticism."
"X-IT MADAM PRESIDENT , LADY AND GENTLEMAN , PLEASE ALLOW X-I MOMENT .","it madam president, ladies and gentlemen, please allow me a moment."
"SPEAKER PRETEND TO GAG X-HERSELF FOR DESC-FEW SECONDS , TO SHOW THAT X-SHE CAN DESC-NOT SPEAK","the speaker pretends to smile herself for a few seconds, to show that she cannot speak"
"THIS DECREE LAW MORE OR DESC-LESS BAN JOURNALIST , BLOGGER EVERYONE FROM PUBLISH WIRETAP .","this decrees the law more or less banning journalists, banning everyone from publishing the WIretap."
"X-I WOULD LIKE TO USE EXAMPLE THAT BE STRIKE , DESC-EVIDENT AND DESC-REAL .","i would like to use an example that is striking, evident and real."
X-I DESC-REFORE CALL ATTENTION EUROPEAN INSTITUTION TO THIS MATTER .,i therefore call the attention of the european institutions to this matter.
X-HE REFER TO SITUATION ASWORRY .,he referred to the situation asworry.
THAT HAVE TO BE DESC-DIPLOMATIC UNDERSTATEMENT .,that has to be a diplomatic undertaking.
SITUATION IN IRAN BE DESC-APPALLING !,the situation in iran is appalling!
WHAT WONDER TECHNOLOGY THIS HIDE CAMERA BE !,what wonder the technology of this hidden camera is!
X-WE SHOULD ERECT MONUMENT TO X-IT IN EVERY COUNTRY .,we should edit the document to it in every country.
THIS BE SPOIL WAR .,this is a spoil war.
"DESC-NOWADAYS , SPOIL WAR GO BY NAME COMMISSION , ATTENTION OR SPONSORSHIP .","nowadays, the spoils of war go by the name of commission, attention or sponsorship."
"X-IT BE TIME FOR X-WE TO COMBINE X-WE EFFORT AND DESTROY MAFIA , SE DESC-EVER DESC-RESOURCEFUL PARASITE .","it is time for us to combine our efforts and destroy mafia, these ever resourceful monopolies."
PRESIDENT CUT OFF SPEAKER,the president cut off the speaker
"POLICY HAVE DESC-NOT BE CROWN WITH SUCCESS , DESC-BASICALLY DESC-DUE TO INTRANSIGENCE CUBAN DICTATORSHIP .","the policy has not been crowed with success, basically due to the intransigence of cuban dictatorships."
"THIS DESC-NEW POLICY UNDERTAKE BY SPANISH GOVERNMENT WILL , DESC-HOWEVER , PRODUCE RESULT DESC-SOONER DESC-RAR THAN DESC-LATER .","this new policy undertaken by the spanish government will, however, produce results sooner rather than later."
DESC-VERY DESC-FIRST DESC-LEGAL ACT DESC-NEW DESC-HUNGARIAN PARLIAMENT BE ACT ON DESC-DUAL CITIZENSHIP .,the very first legal act of the new hungarian parliament is acting on dual citizenship.
"DESC-HUNGARIAN GOVERNMENT HAVE REFUSE TO DISCUSS THIS ACT , WHICH HAVE DESC-DRAMATIC CROSS BORDER CONSEQUENCE , WITH NEIGHBOURING COUNTRY .","the hungarian government has refused to discuss this act, which has dramatic cross border consequences, with neighbouring countries."
THIS BE DESC-GROSS VIOLATION EUROPEAN PRINCIPLE DESC-FRIENDLY COEXISTENCE NATION .,this is gross violation of the european principle of friendly coexistence of nations.
"THIS SHOULD RING ALARM BELL IN EUROPE , TO SAY DESC-VERY DESC-LEAST .","this should ring alarm bells in europe, to say the very least."
ALL DESC-MILITARY CONFLICT ON X-WE CONTINENT HAVE BE PRECEDE BY DESC-SUCH COMMENT .,all military conflicts on our continent have been preceded by such comments.
EUROPEAN PARLIAMENT AND MINISTER WILL BE GIVE MORE POWER TO EUROSTAT TO AUDIT MEMBER STATESBUDGET .,the european parliament and ministers will be given more power to eurostat to audit member statesbudget.
MAJORITY X-WE SUPPORT EUROSTAT X-POSS EXTEND POWER AND INCREASE OPPORTUNITY FOR INSPECTION .,the majority of us support eurostat's extended powers and increased opportunities for inspection.
TWENTY TWO EXECUTION HAVE BE REPORT IN IRAN FOR MONTH JUNE DESC-ALONE .,twenty two executions have been reported in iran for months of june alone.
X-I THINK EUROPEAN PARLIAMENT NEED TO SEND DESC-STRONG SIGNAL SOLIDARITY TO IRANIAN PEOPLE .,i think the european parliament needs to send a strong signal of solidarity to the iranian people.
SOME MEMBER MAY BE DESC-AWARE DESC-RECENT MURDER BOBBY MOFFAT .,some members may be aware of the recent murder of a bicycle bomb.
"X-I BE REFER TO BANANA , RUM AND SUGAR .","i am referring to bananas, rum and sugar."
"X-I WOULD LIKE TO MAKE X-IT DESC-CLEAR , DESC-HOWEVER , THAT X-WE BE DESC-NOT AGAINST AGREEMENT .","i would like to make it clear, however, that we are not against the agreement."
"DESC-TOGER WITH POLAND , DESC-HUNGARY AND CZECH REPUBLIC , SLOVAKIUM BE DESC-ALSO DESC-HUGELY AFFECT BY FLOOD WAVE .","together with poland, hungary and the czech republic, slovakia is also hugely affected by the floods of the west."
SOLIDARITY EUROPEAN UNION BE DESC-THUS DESC-EXTREMELY DESC-IMPORTANT AT MOMENT .,the solidarity of the european union is thus extremely important at the moment.
X-IT BE DESC-PARTICULARLY DESC-CRUCIAL FOR AID TO ARRIVE DESC-QUICKLY .,it is particularly crucial for aid to arrive quickly.
DESC-SUCH DISCRIMINATION AGAINST CITIZEN BE DESC-COMPLETELY DESC-UNACCEPTABLE .,such discrimination against citizens is completely unacceptable.
EU NEED DESC-HIGH SPEED RAIL TRANSPORT INFRASTRUCTURE WHICH WILL SERVE ALL EU CAPITAL AND EUROPE X-POSS DESC-MAJOR CITY .,the eu needs a high speed rail transport infrastructure which will serve all eu capital and europe's major cities.
X-IT DESC-ALSO HAVE TO MODERNIZE INFRASTRUCTURE SEA AND RIVER PORT .,it also has to modernise the infrastructure of the sea and river ports.
"MADAM PRESIDENT , X-I RISE TO DRAW ATTENTION TO BLOCKADE IN INDIAN STATE MANIPUR .","madam president, I rise to draw attention to the blockade in the indian state of manipur."
"HIGHWAY 39 , WHICH LINK STATE TO REST INDIUM , HAVE BE BLOCKADE SINCE 12 APRIL .","highway 39, which links states to rest india, has been blocked since 12 april."
ROAD HAVE BE BLOCKADE BY NAGA TRIBESPEOPLE AND DESC-PARTICULARLY BY ALL NAGA STUDENTSASSOCIATION .,the road has been blocked by the nagas tribespeople and particularly by all naguas studentsassociation.
"HU MADAM PRESIDENT , FLOOD BE CAUSE DEVASTATION IN DESC-HUNGARY AND IN NEIGHBOURING SLOVAKIUM .","hu madam president, floods are causing devastation in hungary and in neighbouring slovakia."
"DESC-ALMOST AT DESC-SAME TIME , BOTH COUNTRY BE HOLD DESC-PARLIAMENTARY ELECTION .","almost at the same time, both countries are holding parliamentary elections."
SE PARALLEL EVENT EVOKE DESC-SUGGESTIVE METAPHOR .,these parallel events evoke the suggestions of the meteorologist.
"X-MY DESC-OWN COUNTRY , ROMANIUM , BE ONE THOSE STRUGGLE WITH POST COMMUNIST CRISIS .","my own country, romania, is one of those struggling with the post communist crisis."
X-I BE DESC-PLEASED THAT DESC-HUNGARIAN AND SLOVAK ELECTION HAVE BRING ANT X-I COMMUNIST VICTORY .,i am pleased that the hungarian and slovak elections have brought an end to my communist victory.
X-WE MUST DESC-NOT FORGET THAT PENSIONER REPRESENT ACAPTIVESOCIAL GROUP .,we must not forget that pensioners represent the aquacultural group.
THIS BE WHY X-I URGE THIS PRIORITY TO BE DESC-MAIN OBJECTIVE THIS DOCUMENT .,this is why I urge this priority to be the main objective of this document.
HU THIS MONTH X-WE BE COMMEMORATE 90TH ANNIVERSARY SIGNING TREATY TRIANON .,hu this month we are commemorating the 90th anniversary of the signing of the treaty of trianon.
MILLION DESC-HUNGARIAN FIND X-MSELVES UNDER RULE DESC-FOREIGN COUNTRY WITHOUT HAVE LEAVE X-Y HOMELAND .,millions of hungarians find themselves under the rule of foreign countries without having left their homeland.
"DESC-UNFORTUNATELY , IN THIS AREA X-WE DESC-HUNGARIAN SLOVAKIUM CAN DESC-NOT BE DESC-ENTIRELY DESC-SATISFIED .","unfortunately, in this area our hungarian slovakia cannot be entirely satisfied."
SE PROPOSAL MUST BE SUPPORT DESC-SIMULTANEOUSLY BY DESC-INNOVATIVE MEASURE TO HELP REDUCE MATERIAL LOSS CAUSE BY FLOODING .,these proposals must be supported simultaneously by innovative measures to help reduce the material losses caused by flooding.
"TODAY , X-I WOULD DRAW X-YOU ATTENTION TO FACT THAT MEDIA FREEDOM HAVE MEET DESC-SIMILAR FATE .","today, I would draw your attention to the fact that media freedom has met similar fate."
X-I BE VIEW THAT SE DESC-GENERAL TREND SHOULD DESC-NOT GO DESC-UNNOTICED .,i am of the view that these general trends should not go unnoticed.
"OBJECTIVITY INFORMATION BE DESC-NOT DESC-JUST PILLAR DEMOCRACY , BUT DESC-ALSO ONE DESC-FUNDAMENTAL DESC-HUMAN RIGHTS .","the objective of information is not just a pillar of democracy, but also one of fundamental human rights."
REASON FOR TAKE THIS POSITION BE DESC-TRAGIC DEATH DETAINEE ON HUNGER STRIKE .,the reason for taking this position is the tragic death of the detainees on hunger strike.
CUBAN REGIME RESPOND DESC-CYNICALLY AND DECLARE THAT X-IT WOULD DESC-NOT GIVE IN TO DESC-INTERNATIONAL PRESSURE .,the cuban regime responded cynically and declared that it would not give in to international pressure.
"DESC-INDEED LOT HAVE CHANGE IN DESC-RECENT YEAR , BUT CUBA X-POSS DESC-OPPRESSIVE DICTATORSHIP HAVE REMAIN .","indeed a lot has changed in recent years, but cuba's optimistic dictatorship has remained."
X-WE DESC-COMMON DESC-FOREIGN POLICY MUST BE MARK BY CONSISTENCY AND CREDIBILITY .,our common foreign policy must be marked by consistency and credibility.
DESC-HUNGARIAN PROVERB SAY X-HE WHO GIVE DESC-QUICKLY GIVE DESC-TWICE .,the hungarian president said he who gives quickly gives twice.
X-IT SEEM THAT EUROPEAN PARLIAMENT BE FULFIL THIS EXPECTATION .,it seems that the european parliament is fulfilling this expectation.
"X-Y BE DESC-NEARLY ALL CHILD SPANISH OFFICIAL , AND BE BE DESC-DISCRIMINATE AGAINST AND TREAT DESC-UNFAIRLY .","they are nearly all children of spanish officials, and are being discriminated against and treated unfairly."
"DESC-MOREOVER , SE BE BOY AND GIRL WHO SPEAK LANGUAGE .","moreover, these are boys and girls who speak a language."
X-WE BELIEVE THAT THIS BE DESC-INHERENTLY DESC-UNJUST .,we believe that this is inevitably unjust.
"DESC-FIRSTLY , BECAUSE SPAIN SIGN ALL AGREEMENT AND CONVENTION AND BE DESC-NOT KEEP TO X-Y .","firstly, because spain signed all the agreements and conventions and was not kept to them."
"DESC-SECONDLY , BECAUSE X-IT BE DESC-BASIC DISCRIMINATION .","secondly, because it is basic discrimination."
"PT MADAM PRESIDENT , X-I WOULD LIKE TO LODGE COMPLAINT AND APPEAL .","pt madam president, I would like to lodge a complaint and appeal."
"SE BE PRODUCT WITH DESC-EXTREMELY DESC-HIGH LEVEL LEAD , ZINC , CADMIUM , CHROMIUM AND ARSENIC .","these are products with extremely high levels of lead, zinc, cadmium, chromia and arsensic."
"ALTHOUGH PORTUGUESE DESC-NATIONAL AUTHORITY HAVE BE DESC-ALERT TO X-IT , X-Y HAVE TAKE NO ACTION .","although the portuguese national authorities have been alert to it, they have taken no action."
"DESC-REFORE , MADAM PRESIDENT , X-I BE DESC-ALSO APPEAL TO EUROPEAN INSTITUTION TO INTERVENE .","therefore, madam president, I am also appealing to the european institutions to intervene."
X-I HAVE DESC-ALREADY APPROACH EUROPEAN COMMISSION TO ASK FOR THIS INTERVENTION .,i have already approached the european commission to ask for this intervention.
ALL SE BE DESC-FUNDAMENTAL ELEMENT THAT WILL BE TAKE INTO ACCOUNT BY ITALIAN PARLIAMENT .,all these are fundamental elements that will be taken into account by the italian parliament.
X-I WOULD LIKE TO MAKE TWO COMMENT .,i would like to make two comments.
TRAGEDY HAVE BE EXPLAIN IN ACCORDANCE WITH DESC-FAMILIAR FORMULUM DESC-MENTAL INSTABILITY MURDERER .,the tragedy has been explained in accordance with the familiar formula of mental instability of the murderers.
DESC-SAME ARGUMENT HAVE DESC-ALSO BE USE TO EXPLAIN DESC-OR DESC-RELIGIOUS MURDER IN TURKEY .,the same argument has also been used to explain other religious murders in turkey.
DIAGNOSIS BE MAKE DESC-ALMOST AS DESC-SOON AS INVESTIGATION BEGIN .,diasnis is made almost as soon as the investigation begins.
X-IT BE DESC-EASIEST TO PIGEONHOLE WHOLE AFFAIR AND DESC-N CLASSIFY PERPETRATOR AS DESC-RELIGIOUS EXTREMIST .,it is easiest to pigwash the whole affair and then classify the perpetrators as religious extremists.
THIS SHOW HOW WORK MEDIA BE BEAR FRUIT .,this shows how the work of the media is bearing fruit.
"WHERE CATHOLIC ISSUE BE INVOLVE , X-Y REACT IN WHATEVER WAY SUIT X-Y .","where catholic issues are involved, they react in whatever way suits them."
